MOVIES,YEAR,GENRE,RATING,STARS,VOTES,RunTime,DIRECTOR
Son of Abish,2014– ,"Comedy, Talk-Show",,"Abish Mathew, Vir Das, Rohan Joshi, Shreeja Chaturvedi",0,0,
Dad Stop Embarrassing Me,2021,"Comedy, Family",6.9,"Director:Bentley Kyle Evans| Jamie Foxx, David Alan Grier, Kyla-Drew, Porscha Coleman",48,0,
Gojira shingyura pointo,2021– ,"Animation, Action, Adventure",7.2,"Directors:Takuma Suzuki, Daisuke Tsukushi",79,0,
Gojira shingyura pointo,2021– ,"Animation, Action, Adventure",7.3,"Directors:Noriyuki Nomata, Takuma Suzuki",73,0,
Gojira shingyura pointo,2021– ,"Animation, Action, Adventure",6.9,"Directors:Takuma Suzuki, Tsuyoshi Tobita",67,0,
Gojira shingyura pointo,2021– ,"Animation, Action, Adventure",7.4,"Directors:Satoshi Nakagawa, Takuma Suzuki",67,0,
Gojira shingyura pointo,2021– ,"Animation, Action, Adventure",7.5,"Directors:Shûji Miyahara, Takuma Suzuki, Daisuke Tsukushi",64,0,
Gojira shingyura pointo,2021– ,"Animation, Action, Adventure",7.4,"Directors:Shûji Miyahara, Takuma Suzuki, Daisuke Tsukushi",60,0,
Gojira shingyura pointo,2021– ,"Animation, Action, Adventure",7.2,"Directors:Shûji Miyahara, Noriyuki Nomata, Takuma Suzuki|     Star:Cristina Valenzuela",53,0,
Gojira shingyura pointo,2021– ,"Animation, Action, Adventure",7.5,"Directors:Daisuke Chiba, Takuma Suzuki, Atsushi Takahashi|     Star:Cristina Valenzuela",51,0,
Gojira shingyura pointo,2021– ,"Animation, Action, Adventure",7.5,"Directors:Geisei Morita, Takuma Suzuki, Atsushi Takahashi|     Star:Cristina Valenzuela",50,0,
Gojira shingyura pointo,2021– ,"Animation, Action, Adventure",7.0,Director:Takuma Suzuki|     Star:Cristina Valenzuela,47,24,
Gojira shingyura pointo,2021– ,"Animation, Action, Adventure",7.3,"Directors:Nao Miyoshi, Noriyuki Nomata, Takuma Suzuki|     Star:Cristina Valenzuela",50,24,
Gojira shingyura pointo,2021– ,"Animation, Action, Adventure",7.1,"Directors:Takuma Suzuki, Atsushi Takahashi",55,24,
Memorias de Idhún,2020–2021,"Animation, Action, Adventure",7.0,"Director:Maite Ruiz de Austri| Itzan Escamilla, Michelle Jenner, Sergio Mur",7,0,
Surviving Death,2021– ,"Documentary, Reality-TV",7.3,Director:Ricki Stern|     Star:Payton Harbour,214,51,
Surviving Death,2021– ,"Documentary, Reality-TV",4.8,Director:Ricki Stern,174,57,
Surviving Death,2021– ,"Documentary, Reality-TV",4.5,Director:Ricki Stern,151,50,
Surviving Death,2021– ,"Documentary, Reality-TV",6.5,"Directors:Ricki Stern, Jesse Sweet",116,48,
Surviving Death,2021– ,"Documentary, Reality-TV",6.7,"Directors:Ricki Stern, Jesse Sweet",105,53,
Surviving Death,2021– ,"Documentary, Reality-TV",8.1,Director:Ricki Stern,134,52,
Locke & Key,2020– ,"Drama, Fantasy, Horror",,"Darby Stanchfield, Connor Jessup, Emilia Jones, Jackson Robert Scott",0,0,
Son of Abish,2014– ,"Comedy, Talk-Show",,"Abish Mathew, Dolly Singh, Anubhav Singh Bassi, Samay Raina",0,0,
Virgin River,2019– ,"Drama, Romance",7.4,"Director:Martin Wood| Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",205,42,
Virgin River,2019– ,"Drama, Romance",7.2,"Director:Monika Mitchell| Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",187,46,
Virgin River,2019– ,"Drama, Romance",7.6,"Director:Monika Mitchell| Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",171,47,
Virgin River,2019– ,"Drama, Romance",7.5,"Director:Martin Wood| Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",162,45,
Virgin River,2019– ,"Drama, Romance",7.6,"Director:Martin Wood| Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",160,42,
Virgin River,2019– ,"Drama, Romance",7.4,"Director:Gail Harvey| Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",159,44,
Virgin River,2019– ,"Drama, Romance",7.9,"Director:Gail Harvey| Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",167,44,
Virgin River,2019– ,"Drama, Romance",7.8,"Director:Martin Wood| Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",157,48,
Virgin River,2019– ,"Drama, Romance",7.3,"Director:Martin Wood| Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth",190,0,
Zero Chill,2021– ,"Comedy, Drama, Family",7.0,"Director:Angelo Abela| Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",54,34,
Zero Chill,2021– ,"Comedy, Drama, Family",6.6,"Director:Angelo Abela| Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",41,28,
Zero Chill,2021– ,"Comedy, Drama, Family",6.9,"Director:Angelo Abela| Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",38,31,
Zero Chill,2021– ,"Comedy, Drama, Family",7.1,"Director:Angelo Abela| Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",34,26,
Zero Chill,2021– ,"Comedy, Drama, Family",7.4,"Director:Angelo Abela| Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",41,30,
Zero Chill,2021– ,"Comedy, Drama, Family",7.2,"Director:Tessa Hoffe| Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",38,27,
Zero Chill,2021– ,"Comedy, Drama, Family",7.3,"Director:Tessa Hoffe| Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",37,26,
Zero Chill,2021– ,"Comedy, Drama, Family",7.2,"Director:Tessa Hoffe| Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",37,29,
First Kill,nan,"Drama, Horror, Mystery",,"Director:Jet Wilkinson| Elizabeth Mitchell, Gracie Dzienny, Sarah Catherine Hook, Will Swenson",0,0,
First Kill,nan,"Drama, Horror, Mystery",,"Director:Jet Wilkinson| Elizabeth Mitchell, Joseph D. Reitman, Gracie Dzienny, Sarah Catherine Hook",0,0,
Generazione 56K,2021– ,"Comedy, Drama, Romance",7.8,"Angelo Spagnoletti, Cristina Cappelli, Alfredo Cerrone, Azzurra Iacone",45,33,
Son of Abish,2014– ,"Comedy, Talk-Show",,"Abish Mathew, Anil Kapoor, Anurag Kashyap",0,0,
Caïd,2021– ,"Action, Crime, Drama",7.1,"Abdramane Diakite, Mohamed Boudouh, Sébastien Houbani, Idir Azougli",40,0,
Caïd,2021– ,"Action, Crime, Drama",7.1,Star:Jean-Toussaint Bernard,36,0,
Caïd,2021– ,"Action, Crime, Drama",7.4,Star:Jean-Toussaint Bernard,35,0,
Caïd,2021– ,"Action, Crime, Drama",7.1,Star:Jean-Toussaint Bernard,32,0,
Caïd,2021– ,"Action, Crime, Drama",7.6,Star:Jean-Toussaint Bernard,31,0,
Caïd,2021– ,"Action, Crime, Drama",7.2,Star:Jean-Toussaint Bernard,31,0,
Caïd,2021– ,"Action, Crime, Drama",7.2,Star:Jean-Toussaint Bernard,31,0,
Caïd,2021– ,"Action, Crime, Drama",7.4,Star:Jean-Toussaint Bernard,30,0,
Caïd,2021– ,"Action, Crime, Drama",7.3,Star:Jean-Toussaint Bernard,34,0,
Caïd,2021– ,"Action, Crime, Drama",7.5,Star:Jean-Toussaint Bernard,33,0,
The Cuphead Show!,2021– ,"Animation, Action, Adventure",,"Tru Valentino, Frank Todaro, Jim Conroy",0,0,
Memorias de Idhún,2020–2021,"Animation, Action, Adventure",7.0,"Director:Maite Ruiz de Austri| Itzan Escamilla, Michelle Jenner, Sergio Mur",6,0,
Memorias de Idhún,2020–2021,"Animation, Action, Adventure",7.4,"Director:Maite Ruiz de Austri| Itzan Escamilla, Michelle Jenner, Sergio Mur",7,0,
Memorias de Idhún,2020–2021,"Animation, Action, Adventure",7.4,"Director:Maite Ruiz de Austri| Itzan Escamilla, Michelle Jenner, Sergio Mur",7,0,
Memorias de Idhún,2020–2021,"Animation, Action, Adventure",7.9,"Director:Maite Ruiz de Austri| Itzan Escamilla, Michelle Jenner, Sergio Mur, Nico Romero",7,0,
The Empress,2022– ,"Drama, History, Romance",,"Directors:Florian Cossen, Katrin Gebbe| Devrim Lingnau, Philip Froissant",0,0,
The Empress,2022– ,"Drama, History, Romance",,"Directors:Florian Cossen, Katrin Gebbe| Devrim Lingnau, Philip Froissant",0,0,
The Empress,2022– ,"Drama, History, Romance",,"Directors:Florian Cossen, Katrin Gebbe| Devrim Lingnau, Philip Froissant",0,0,
The Empress,2022– ,"Drama, History, Romance",,"Directors:Florian Cossen, Katrin Gebbe| Devrim Lingnau, Philip Froissant",0,0,
The Empress,2022– ,"Drama, History, Romance",,"Directors:Florian Cossen, Katrin Gebbe| Devrim Lingnau, Philip Froissant",0,0,
The Empress,2022– ,"Drama, History, Romance",,"Directors:Florian Cossen, Katrin Gebbe| Devrim Lingnau, Philip Froissant",0,0,
Locke & Key,2020– ,"Drama, Fantasy, Horror",,"Tara Nicodemo, Maya Misaljevic",0,0,
Locke & Key,2020– ,"Drama, Fantasy, Horror",,Director:Mairzee Almas,0,0,
Locke & Key,2020– ,"Drama, Fantasy, Horror",,,0,0,
Locke & Key,2020– ,"Drama, Fantasy, Horror",,Director:Mairzee Almas|     Star:Niqa Bailey,0,0,
Locke & Key,2020– ,"Drama, Fantasy, Horror",,,0,0,
Locke & Key,2020– ,"Drama, Fantasy, Horror",,Star:Tara Nicodemo,0,0,
Locke & Key,2020– ,"Drama, Fantasy, Horror",,,0,0,
Locke & Key,2020– ,"Drama, Fantasy, Horror",,Star:Duff MacDonald,0,0,
Spirit Riding Free,2017–2019,"Animation, Action, Adventure",,,0,2,
Trollhunters,2016–2018,"Animation, Action, Adventure",8.1,,10,1,
3Below: Tales of Arcadia,2018–2019,"Animation, Action, Adventure",7.6,,5,1,
Carmen Sandiego,2019–2021,"Animation, Action, Adventure",8.2,"Directors:Mike West, Kevin Dart| Gina Rodriguez, Finn Wolfhard, Abby Trott, Michael Hawley",77,0,
Carmen Sandiego,2019–2021,"Animation, Action, Adventure",8.1,"Directors:Jos Humphrey, Kevin Dart| Gina Rodriguez, Finn Wolfhard, Abby Trott, Michael Hawley",72,0,
Carmen Sandiego,2019–2021,"Animation, Action, Adventure",8.5,"Directors:Mike West, Kevin Dart| Gina Rodriguez, Finn Wolfhard, Abby Trott, Michael Hawley",73,0,
Carmen Sandiego,2019–2021,"Animation, Action, Adventure",8.8,"Directors:Jos Humphrey, Kevin Dart| Gina Rodriguez, Finn Wolfhard, Abby Trott, Michael Hawley",75,0,
Carmen Sandiego,2019–2021,"Animation, Action, Adventure",8.6,"Directors:Mike West, Kevin Dart| Gina Rodriguez, Finn Wolfhard, Abby Trott, Michael Hawley",72,0,
Carmen Sandiego,2019–2021,"Animation, Action, Adventure",8.9,"Directors:Jos Humphrey, Kevin Dart| Gina Rodriguez, Finn Wolfhard, Liam O'Brien, Sharon Muthu",76,0,
Carmen Sandiego,2019–2021,"Animation, Action, Adventure",8.6,"Directors:Mike West, Kevin Dart| Gina Rodriguez, Finn Wolfhard, Abby Trott, Michael Hawley",71,0,
Carmen Sandiego,2019–2021,"Animation, Action, Adventure",9.2,"Directors:Jos Humphrey, Kevin Dart| Gina Rodriguez, Finn Wolfhard, Abby Trott, Michael Hawley",112,0,
1899,2022– ,"Drama, History, Horror",,"Director:Baran bo Odar| Aneurin Barnard, Anton Lesser, Mathilde Ollivier, Alexandre Willaume",0,0,
Son of Abish,2014– ,"Comedy, Talk-Show",,"Abish Mathew, Tanmay Bhat, Ahsaas Channa, Abhyudaya Mohan",0,43,
Cobra Kai,2018– ,"Action, Comedy, Drama",,"William Zabka, Martin Kove, Elisabeth Shue, Courtney Henggeler",0,0,
The Drew Barrymore Show,2020– ,Talk-Show,,"Drew Barrymore, Danny Seo, Chelsea Clinton, Jonah Larson",0,44,
The Drew Barrymore Show,2020– ,Talk-Show,,"Drew Barrymore, Karamo Brown, Hailee Steinfeld, Haile Thomas",0,44,
Anatomy of a Scandal,nan,"Drama, Thriller",,"Jonathan Coy, Josette Simon, Violet Verigo",0,0,
Anatomy of a Scandal,nan,"Drama, Thriller",,"Jonathan Coy, Josette Simon, Violet Verigo, Ray Burnet",0,0,
Anatomy of a Scandal,nan,"Drama, Thriller",,"Jonathan Coy, Josette Simon, Violet Verigo",0,0,
Anatomy of a Scandal,nan,"Drama, Thriller",,"Jonathan Coy, Riyonn Farsad, Josette Simon",0,0,
Anatomy of a Scandal,nan,"Drama, Thriller",,"Jonathan Coy, Josette Simon, Violet Verigo, Ian Harrod",0,0,
50M2,2021– ,"Comedy, Drama, Thriller",7.2,"Director:Selçuk Aydemir| Engin Öztürk, Kürsat Alniaçik, Cengiz Bozkurt, Aybüke Pusat",128,47,
50M2,2021– ,"Comedy, Drama, Thriller",7.1,"Director:Selçuk Aydemir| Engin Öztürk, Kürsat Alniaçik, Cengiz Bozkurt, Aybüke Pusat",113,45,
50M2,2021– ,"Comedy, Drama, Thriller",7.2,"Director:Selçuk Aydemir| Engin Öztürk, Kürsat Alniaçik, Cengiz Bozkurt, Aybüke Pusat",112,48,
50M2,2021– ,"Comedy, Drama, Thriller",7.2,"Director:Burak Aksak| Engin Öztürk, Kürsat Alniaçik, Cengiz Bozkurt, Aybüke Pusat",108,44,
50M2,2021– ,"Comedy, Drama, Thriller",7.5,"Director:Burak Aksak| Engin Öztürk, Kürsat Alniaçik, Cengiz Bozkurt, Aybüke Pusat",111,47,
50M2,2021– ,"Comedy, Drama, Thriller",7.5,"Director:Burak Aksak| Engin Öztürk, Kürsat Alniaçik, Cengiz Bozkurt, Aybüke Pusat",112,46,
50M2,2021– ,"Comedy, Drama, Thriller",7.8,"Director:Burak Aksak| Engin Öztürk, Kürsat Alniaçik, Cengiz Bozkurt, Aybüke Pusat",124,64,
Bling Empire,2021– ,Reality-TV,6.3,"Director:Paris Dylan| Cherie Chan, Christine Chiu, Gabriel Chiu, Andrew Gray",57,38,
True Story,III,"Comedy, Drama",,"Director:Stephen Williams| Kevin Hart, Wesley Snipes, Billy Zane, Theo Rossi",0,0,
Man vs. Bee,nan,Comedy,,Director:David Kerr,0,10,
The Talk,2010– ,Talk-Show,,"Sharon Osbourne, Sheryl Underwood, Carrie Ann Inaba, Amanda Kloots",0,38,
Never Have I Ever,2020– ,Comedy,8.1,"Director:Kabir Akhtar| Maitreyi Ramakrishnan, Jaren Lewison, Darren Barnet, Lee Rodriguez",396,0,
Never Have I Ever,2020– ,Comedy,8.1,"Director:Kim Nguyen| Maitreyi Ramakrishnan, Jaren Lewison, Darren Barnet, Poorna Jagannathan",380,0,
Never Have I Ever,2020– ,Comedy,8.3,"Director:Lena Khan| Maitreyi Ramakrishnan, Richa Moorjani, Jaren Lewison, Darren Barnet",367,0,
The Lincoln Lawyer,nan,"Crime, Drama, Mystery",,"Neve Campbell, Christopher Gorham, Manuel Garcia-Rulfo, Jamie McShane",0,0,
The Lincoln Lawyer,nan,"Crime, Drama, Mystery",,"Melvin Diggs, Christopher Gorham, Eugene Kim, Ntare Guma Mbaho Mwine",0,0,
The Lincoln Lawyer,nan,"Crime, Drama, Mystery",,"Christopher Amitrano, Roman Arabia, Gabrielle Conforti, Melvin Diggs",0,0,
The Lincoln Lawyer,nan,"Crime, Drama, Mystery",,"Gabriel Burrafato, Christopher Gorham, Anthony A. Kung, Ntare Guma Mbaho Mwine",0,0,
The Lincoln Lawyer,nan,"Crime, Drama, Mystery",,"Jonathan Avigdori, Olivia Baptista, Carlos Bernard, Chris Browning",0,0,
The Lincoln Lawyer,nan,"Crime, Drama, Mystery",,"Carlos Bernard, Christopher Gorham, Lamont Thompson, Krista Warner",0,0,
The Lincoln Lawyer,nan,"Crime, Drama, Mystery",,"Chris Browning, Melvin Diggs, Jeff Francisco, Christopher Gorham",0,0,
The Lincoln Lawyer,nan,"Crime, Drama, Mystery",,"Christopher Amitrano, Jonathan Avigdori, Chris Browning, Frantz Durand",0,0,
The Lincoln Lawyer,nan,"Crime, Drama, Mystery",,"Chris Browning, Jeff Francisco, Christopher Gorham, Lamont Thompson",0,0,
The Lincoln Lawyer,nan,"Crime, Drama, Mystery",,"Carlos Bernard, Chris Browning, Gabriel Burrafato, Christopher Gorham",0,0,
Bir Denizalti Hikayesi,nan,"Action, Adventure, Drama",,"Kivanç Tatlitug, Özge Özpirinçci, Meric Aral, Ersin Arici",0,0,
Bir Denizalti Hikayesi,nan,"Action, Adventure, Drama",,"Kivanç Tatlitug, Özge Özpirinçci, Meric Aral, Ersin Arici",0,0,
Bir Denizalti Hikayesi,nan,"Action, Adventure, Drama",,"Kivanç Tatlitug, Özge Özpirinçci, Meric Aral, Ersin Arici",0,0,
Bir Denizalti Hikayesi,nan,"Action, Adventure, Drama",,"Kivanç Tatlitug, Özge Özpirinçci, Meric Aral, Ersin Arici",0,0,
Bir Denizalti Hikayesi,nan,"Action, Adventure, Drama",,"Kivanç Tatlitug, Özge Özpirinçci, Meric Aral, Ersin Arici",0,0,
Bir Denizalti Hikayesi,nan,"Action, Adventure, Drama",,"Kivanç Tatlitug, Özge Özpirinçci, Meric Aral, Ersin Arici",0,0,
Bir Denizalti Hikayesi,nan,"Action, Adventure, Drama",,"Kivanç Tatlitug, Özge Özpirinçci, Meric Aral, Ersin Arici",0,0,
Bir Denizalti Hikayesi,nan,"Action, Adventure, Drama",,"Kivanç Tatlitug, Özge Özpirinçci, Meric Aral, Ersin Arici",0,0,
The Drew Barrymore Show,2020– ,Talk-Show,,"Director:Adam Heydt| Drew Barrymore, Ross Mathews, Tiffanie Davis Henry, Cole Sprouse",0,44,
The Drew Barrymore Show,2020– ,Talk-Show,,"Director:Adam Heydt| Drew Barrymore, Taye Diggs, Michael Symon, Luvvie Ajayi",0,44,
The Drew Barrymore Show,2020– ,Talk-Show,,"Director:Adam Heydt| Drew Barrymore, Matthew McConaughey, Vanna White, Jennifer Kingsberry",0,43,
Crime Scene: The Vanishing at the Cecil Hotel,2021,"Documentary, Crime, Mystery",7.0,"Director:Joe Berlinger| Elisa Lam, Tim Marcia, Greg Kading, Amy Price",689,53,
Crime Scene: The Vanishing at the Cecil Hotel,2021,"Documentary, Crime, Mystery",7.0,"Director:Joe Berlinger| Elisa Lam, John Lordan, Josh Dean, Judy Ho",630,54,
Crime Scene: The Vanishing at the Cecil Hotel,2021,"Documentary, Crime, Mystery",6.3,"Director:Joe Berlinger| Elisa Lam, Amy Price, Kim Cooper, John Lordan",618,54,
Crime Scene: The Vanishing at the Cecil Hotel,2021,"Documentary, Crime, Mystery",6.4,"Director:Joe Berlinger| Elisa Lam, Jason Tovar, Judy Ho, Tim Marcia",565,58,
Heartstopper,nan,"Drama, Romance",,"Director:Euros Lyn| Kit Connor, Sebastian Croft, Joe Locke, Yasmin Finney",0,0,
Heartstopper,nan,"Drama, Romance",,Director:Euros Lyn,0,0,
Heartstopper,nan,"Drama, Romance",,Director:Euros Lyn,0,0,
Heartstopper,nan,"Drama, Romance",,Director:Euros Lyn,0,0,
Heartstopper,nan,"Drama, Romance",,Director:Euros Lyn,0,0,
Heartstopper,nan,"Drama, Romance",,Director:Euros Lyn,0,0,
Heartstopper,nan,"Drama, Romance",,Director:Euros Lyn,0,0,
Heartstopper,nan,"Drama, Romance",,Director:Euros Lyn,0,0,
Bridgerton,2020– ,"Drama, Romance",,"Directors:Tricia Brock, Julie Anne Robinson| Phoebe Dynevor, Polly Walker, Jonathan Bailey, Nicola Coughlan",0,0,
Jurassic World: Camp Cretaceous,2020– ,"Animation, Action, Adventure",7.3,"Directors:Zesung Kang, Shih Ming Tay, Eric Elrod| Paul-Mikél Williams, Kausar Mohammed, Jenna Ortega, Ryan Potter",248,24,
Jurassic World: Camp Cretaceous,2020– ,"Animation, Action, Adventure",7.5,"Directors:Zesung Kang, Shih Ming Tay, Michael Mullen| Paul-Mikél Williams, Sean Giambrone, Kausar Mohammed, Jenna Ortega",241,24,
Jurassic World: Camp Cretaceous,2020– ,"Animation, Action, Adventure",7.8,"Directors:Zesung Kang, Shih Ming Tay, Eric Elrod| Paul-Mikél Williams, Sean Giambrone, Stephanie Beatriz, Angus Sampson",261,24,
Jurassic World: Camp Cretaceous,2020– ,"Animation, Action, Adventure",7.8,"Directors:Zesung Kang, Shih Ming Tay, Leah Artwick| Paul-Mikél Williams, Sean Giambrone, Kausar Mohammed, Jenna Ortega",232,24,
Jurassic World: Camp Cretaceous,2020– ,"Animation, Action, Adventure",7.5,"Directors:Shih Ming Tay, Zesung Kang| Paul-Mikél Williams, Kausar Mohammed, Jenna Ortega, Ryan Potter",249,24,
Jurassic World: Camp Cretaceous,2020– ,"Animation, Action, Adventure",7.8,"Directors:Zesung Kang, Shih Ming Tay, Michael Mullen| Paul-Mikél Williams, Sean Giambrone, Kausar Mohammed, Jenna Ortega",234,24,
Jurassic World: Camp Cretaceous,2020– ,"Animation, Action, Adventure",8.0,"Directors:Zesung Kang, Shih Ming Tay, Eric Elrod| Paul-Mikél Williams, Sean Giambrone, Kausar Mohammed, Jenna Ortega",255,24,
Cobra Kai,2018– ,"Action, Comedy, Drama",,"Directors:Jon Hurwitz, Hayden Schlossberg| Courtney Henggeler, Tanner Buchanan, Mary Mouser, Peyton List",0,0,
The Drew Barrymore Show,2020– ,Talk-Show,,"Director:Adam Heydt| Drew Barrymore, Ross Mathews, Patti LaBelle, Pilar Valdés",0,44,
The Drew Barrymore Show,2020– ,Talk-Show,,"Director:Adam Heydt| Drew Barrymore, Ross Mathews, Katherine Heigl, Jen Atkin",0,44,
The Drew Barrymore Show,2020– ,Talk-Show,,"Director:Adam Heydt| Drew Barrymore, Ross Mathews, Giada De Laurentiis, Priyanka Chopra Jonas",0,44,
The Drew Barrymore Show,2020– ,Talk-Show,,"Drew Barrymore, Ross Mathews, Lana Condor, Jill Kargman",0,44,
Post Mortem: No One Dies in Skarnes,2021– ,"Comedy, Drama, Thriller",,Director:Harald Zwart,0,0,
Post Mortem: No One Dies in Skarnes,2021– ,"Comedy, Drama, Thriller",,Director:Harald Zwart,0,0,
Post Mortem: No One Dies in Skarnes,2021– ,"Comedy, Drama, Thriller",,Director:Harald Zwart,0,0,
Post Mortem: No One Dies in Skarnes,2021– ,"Comedy, Drama, Thriller",,Director:Petter Holmsen,0,0,
Post Mortem: No One Dies in Skarnes,2021– ,"Comedy, Drama, Thriller",,Director:Petter Holmsen,0,0,
Canine Intervention,2021– ,"Documentary, Reality-TV",7.1,Director:Elise Durán|     Star:Jasalah Leverette,42,0,
Sex Education,2019– ,"Comedy, Drama",,"Chinenye Ezeudu, Dua Saleh",0,0,
Sex Education,2019– ,"Comedy, Drama",,"Chinenye Ezeudu, Dua Saleh",0,0,
Sex Education,2019– ,"Comedy, Drama",,"Chinenye Ezeudu, Dua Saleh",0,0,
Sex Education,2019– ,"Comedy, Drama",,"Chinenye Ezeudu, Dua Saleh",0,0,
Too Hot to Handle,2020– ,"Game-Show, Reality-TV, Romance",5.4,"Marvin Anthony, Desiree Burch, Kayla Carter, Chase de Moor",131,45,
The Last Bus,nan,"Adventure, Drama, Family",,Director:Steve Hughes,0,0,
Lupin,2021– ,"Action, Crime, Drama",7.5,"Director:Hugo Gélin| Omar Sy, Ludivine Sagnier, Clotilde Hesme, Nicole Garcia",1103,41,
Lupin,2021– ,"Action, Crime, Drama",7.9,"Director:Hugo Gélin| Omar Sy, Ludivine Sagnier, Clotilde Hesme, Hervé Pierre",1060,47,
Lupin,2021– ,"Action, Crime, Drama",8.2,"Director:Hugo Gélin| Omar Sy, Ludivine Sagnier, Clotilde Hesme, Hervé Pierre",1277,50,
Fedeltà,2021– ,"Drama, Romance",,"Directors:Stefano Cipani, Andrea Molaioli| Michele Riondino, Lucrezia Guidone",0,0,
Fedeltà,2021– ,"Drama, Romance",,"Directors:Stefano Cipani, Andrea Molaioli| Michele Riondino, Lucrezia Guidone",0,0,
Fedeltà,2021– ,"Drama, Romance",,"Directors:Stefano Cipani, Andrea Molaioli| Michele Riondino, Lucrezia Guidone",0,0,
